season,episode,episode_name,character,num_speaking_parts,num_words
5,9,Frame Toby,Police Officer 2,6,31
5,9,Frame Toby,Ryan,18,115
5,9,Frame Toby,Toby,29,104
5,9,Frame Toby,Vance Refrigeration guy,2,3
5,9,Frame Toby,Vance Refrigeration Guy,4,25
5,10,The Surplus,Andy,18,123
5,10,The Surplus,Angela,23,96
5,10,The Surplus,Creed,1,5
5,10,The Surplus,David,6,39
5,10,The Surplus,Dwight,29,163
5,10,The Surplus,Hank,13,69
5,10,The Surplus,Jim,31,113
5,10,The Surplus,Kelly,1,9
5,10,The Surplus,Kevin,3,17
5,10,The Surplus,Meredith,1,10
5,10,The Surplus,Michael,100,339
5,10,The Surplus,Oscar,31,173
5,10,The Surplus,Pam,58,172
5,10,The Surplus,Phyllis,2,3
5,10,The Surplus,Stanley,4,15
5,10,The Surplus,Toby,2,22
5,11,Moroccan Christmas,Andy,8,159
5,11,Moroccan Christmas,Angela,12,88
5,11,Moroccan Christmas,Creed,1,8
5,11,Moroccan Christmas,Darryl,6,28
5,11,Moroccan Christmas,Dwight,27,183
5,11,Moroccan Christmas,Guy,3,13
5,11,Moroccan Christmas,Guy buying doll,1,3
5,11,Moroccan Christmas,Jim,26,102
5,11,Moroccan Christmas,Kelly,1,8
5,11,Moroccan Christmas,Kevin,3,34
5,11,Moroccan Christmas,Meredith,36,94
5,11,Moroccan Christmas,Michael,65,348
5,11,Moroccan Christmas,Oscar,5,30
5,11,Moroccan Christmas,Pam,6,27
5,11,Moroccan Christmas,Phyllis,19,164
5,11,Moroccan Christmas,Rehab Nurse,1,4
5,11,Moroccan Christmas,Sasha,1,1
5,11,Moroccan Christmas,Stanley,4,14
5,11,Moroccan Christmas,Toby,15,97
5,12,The Duel,Andy,65,231
5,12,The Duel,Angela,21,126
5,12,The Duel,Creed,2,4
5,12,The Duel,David,8,97
5,12,The Duel,Dwight,64,217
5,12,The Duel,Everyone,1,1
5,12,The Duel,Everyone watching,1,1
5,12,The Duel,Jim,34,144
5,12,The Duel,Kelly,2,22
5,12,The Duel,Kevin,8,57
5,12,The Duel,Meredith,6,46
5,12,The Duel,Michael,52,255
5,12,The Duel,Oscar,10,56
5,12,The Duel,Pam,9,74
5,12,The Duel,Phyllis,3,13
5,12,The Duel,Stanley,2,6
5,13,Prince Family Paper,Andy,5,40
5,13,Prince Family Paper,Angela,3,42
5,13,Prince Family Paper,Creed,1,3
5,13,Prince Family Paper,David,9,93
5,13,Prince Family Paper,Dwight,72,302
5,13,Prince Family Paper,Entire office,1,1
5,13,Prince Family Paper,Entire Prince family,1,2
5,13,Prince Family Paper,Jim,13,141
5,13,Prince Family Paper,Jim ,1,2
5,13,Prince Family Paper,Kelly,2,23
5,13,Prince Family Paper,Kevin,14,78
5,13,Prince Family Paper,Linda,2,11
5,13,Prince Family Paper,Meredith,2,9
5,13,Prince Family Paper,Michael,90,314
5,13,Prince Family Paper,Oscar,3,46
5,13,Prince Family Paper,Pam,5,34
5,13,Prince Family Paper,Phyllis,4,16
5,13,Prince Family Paper,Prince,1,1
5,13,Prince Family Paper,Prince Granddaughter,4,10
5,13,Prince Family Paper,Prince Grandfather,19,84
5,13,Prince Family Paper,Prince Grandmother,2,6
5,13,Prince Family Paper,Prince Son,1,14
5,13,Prince Family Paper,Stanley,5,73
5,14,Stress Relief (Parts 1&2),Andy,23,192
5,14,Stress Relief (Parts 1&2),Angela,16,64
5,14,Stress Relief (Parts 1&2),CPR trainer,1,11
5,14,Stress Relief (Parts 1&2),CPR Trainer,3,17
5,14,Stress Relief (Parts 1&2),Creed,4,24
5,14,Stress Relief (Parts 1&2),Darryl,6,27
5,14,Stress Relief (Parts 1&2),David,1,12
5,14,Stress Relief (Parts 1&2),David Wallace,9,63
5,14,Stress Relief (Parts 1&2),Dwight,72,385
5,14,Stress Relief (Parts 1&2),Everyone,3,11
5,14,Stress Relief (Parts 1&2),Group,1,2
5,14,Stress Relief (Parts 1&2),Jessica Alba,2,10
5,14,Stress Relief (Parts 1&2),Jim,35,145
5,14,Stress Relief (Parts 1&2),Kelly,3,32
5,14,Stress Relief (Parts 1&2),Kevin,8,46
5,14,Stress Relief (Parts 1&2),Lawyer,2,9
5,14,Stress Relief (Parts 1&2),Lily,6,39
5,14,Stress Relief (Parts 1&2),Meredith,3,32
5,14,Stress Relief (Parts 1&2),Michael,118,630
5,14,Stress Relief (Parts 1&2),Michel,1,20
5,14,Stress Relief (Parts 1&2),Oscar,10,58
5,14,Stress Relief (Parts 1&2),Pam,31,218
5,14,Stress Relief (Parts 1&2),Phyllis,11,49
5,14,Stress Relief (Parts 1&2),Rose,8,64
5,14,Stress Relief (Parts 1&2),Sam,6,70
5,14,Stress Relief (Parts 1&2),Stanley,28,114
5,14,Stress Relief (Parts 1&2),Warehouse Michael,1,15
5,16,Lecture Circuit (Part 1),Andy,27,225
5,16,Lecture Circuit (Part 1),Creed,5,40
5,16,Lecture Circuit (Part 1),Dwight,24,146
5,16,Lecture Circuit (Part 1),Jim,31,149
5,16,Lecture Circuit (Part 1),Julia,13,58
5,16,Lecture Circuit (Part 1),Karen,20,101
5,16,Lecture Circuit (Part 1),Kelly,8,74
5,16,Lecture Circuit (Part 1),Mark,2,8
5,16,Lecture Circuit (Part 1),Michael,54,435
5,16,Lecture Circuit (Part 1),Oscar,1,5
5,16,Lecture Circuit (Part 1),Pam,35,155
5,16,Lecture Circuit (Part 1),Phyllis,3,14
5,16,Lecture Circuit (Part 1),Rolando,2,19
5,16,Lecture Circuit (Part 1),Stanley,7,52
5,17,Lecture Circuit (Part 2),A.J.,7,27
5,17,Lecture Circuit (Part 2),All,1,2
5,17,Lecture Circuit (Part 2),Angela,16,156
5,17,Lecture Circuit (Part 2),Creed,2,13
5,17,Lecture Circuit (Part 2),Dwight,33,193
5,17,Lecture Circuit (Part 2),Jim,33,185
5,17,Lecture Circuit (Part 2),Karen,2,10
5,17,Lecture Circuit (Part 2),Kelly,16,103
5,17,Lecture Circuit (Part 2),Kevin,15,59
5,17,Lecture Circuit (Part 2),Man,1,8
5,17,Lecture Circuit (Part 2),Meredith,9,28
5,17,Lecture Circuit (Part 2),Michael,47,260
5,17,Lecture Circuit (Part 2),Oscar,11,63
5,17,Lecture Circuit (Part 2),Pam,37,196
5,17,Lecture Circuit (Part 2),Phyllis,1,4
5,17,Lecture Circuit (Part 2),Receptionist,5,44
5,17,Lecture Circuit (Part 2),Stanley,2,17
5,17,Lecture Circuit (Part 2),Woman,1,8
5,18,Blood Drive,Angela,4,52
5,18,Blood Drive,Blonde,6,32
5,18,Blood Drive,Blood Drive Worker,8,44
5,18,Blood Drive,Blood Girl,17,62
5,18,Blood Drive,Bob,9,49
5,18,Blood Drive,Dwight,31,194
5,18,Blood Drive,Eric,1,2
5,18,Blood Drive,Girl,1,4
5,18,Blood Drive,Hank,1,1
5,18,Blood Drive,Jim,35,126
5,18,Blood Drive,Kelly,9,65
5,18,Blood Drive,Kevin,15,112
5,18,Blood Drive,Lynn,6,14
5,18,Blood Drive,Meredith,3,18
5,18,Blood Drive,Michael,86,436
5,18,Blood Drive,Oscar,14,91
5,18,Blood Drive,Pam,32,150
5,18,Blood Drive,Phone Salesman,7,45
5,18,Blood Drive,Phyllis,11,63
5,18,Blood Drive,Stanley,2,24
5,19,Golden Ticket,Andy,12,105
5,19,Golden Ticket,Creed,2,6
5,19,Golden Ticket,Darryl,3,25
5,19,Golden Ticket,David,25,150
5,19,Golden Ticket,Dwight,71,254
5,19,Golden Ticket,Jim,39,202
5,19,Golden Ticket,Kevin,10,72
5,19,Golden Ticket,Lynn,3,2
5,19,Golden Ticket,Man on phone,1,16
5,19,Golden Ticket,Michael,113,451
5,19,Golden Ticket,Oscar,7,25
5,19,Golden Ticket,Pam,24,155
5,19,Golden Ticket,Stanley,1,18
5,20,New Boss,Andy,4,7
5,20,New Boss,Angela,8,43
5,20,New Boss,Charles,66,243
5,20,New Boss,David,18,84
5,20,New Boss,Dwight,21,139
5,20,New Boss,Employees,1,18
5,20,New Boss,Jim,30,203
5,20,New Boss,Kelly,7,46
5,20,New Boss,Kevin,5,27
5,20,New Boss,Michael,104,485
5,20,New Boss,Oscar,1,4
5,20,New Boss,Pam,14,96
5,20,New Boss,Phyllis,3,18
5,20,New Boss,Stanley,2,8
5,20,New Boss,Stephanie,6,10
5,21,Two Weeks,Andy,14,75
5,21,Two Weeks,Angela,6,62
5,21,Two Weeks,Charles,25,135
5,21,Two Weeks,Creed,1,5
5,21,Two Weeks,Dwight,12,82
5,21,Two Weeks,Hank,3,8
5,21,Two Weeks,Isaac,7,30
5,21,Two Weeks,Jim,26,117
5,21,Two Weeks,Kelly,6,44
5,21,Two Weeks,Kevin,13,75
5,21,Two Weeks,Meredith,2,11
5,21,Two Weeks,Michael,87,347
5,21,Two Weeks,Oscar,11,100
5,21,Two Weeks,Pam,38,188
5,21,Two Weeks,Phone,1,31
5,21,Two Weeks,Phyllis,3,16
5,21,Two Weeks,Stanley,7,31
5,21,Two Weeks,Toby,1,28
5,22,Dream Team,Andy,15,81
5,22,Dream Team,Angela,3,12
5,22,Dream Team,Chares,1,3
5,22,Dream Team,Charles,40,158
5,22,Dream Team,Creed,1,3
5,22,Dream Team,Dwight,17,85
5,22,Dream Team,Jim,35,147
5,22,Dream Team,Kelly,1,9
5,22,Dream Team,Kevin,10,46
5,22,Dream Team,Michael,78,465
5,22,Dream Team,Michal,1,14
5,22,Dream Team,Micheal,1,4
5,22,Dream Team,Nana,10,42
5,22,Dream Team,Old Woman,1,11
5,22,Dream Team,Oscar,1,1
5,22,Dream Team,Pam,65,219
5,22,Dream Team,Phyllis,2,10
5,22,Dream Team,Ryan,11,47
5,22,Dream Team,Stanley,4,18
5,22,Dream Team,Supervisor,1,5
5,22,Dream Team,Vikram,10,75
5,23,The Michael Scott Paper Company,Andy,18,77
5,23,The Michael Scott Paper Company,Charles,25,70
5,23,The Michael Scott Paper Company,Creed,2,21
5,23,The Michael Scott Paper Company,Dwight,28,197
5,23,The Michael Scott Paper Company,Erin,16,53
5,23,The Michael Scott Paper Company,Jim,28,148
5,23,The Michael Scott Paper Company,Kelly,5,28
5,23,The Michael Scott Paper Company,Kevin,2,13
5,23,The Michael Scott Paper Company,Man,1,5
5,23,The Michael Scott Paper Company,Meredith,1,6
5,23,The Michael Scott Paper Company,Michael,46,303
5,23,The Michael Scott Paper Company,Oscar,5,27
5,23,The Michael Scott Paper Company,Pam,45,225
5,23,The Michael Scott Paper Company,Phyllis,1,3
5,23,The Michael Scott Paper Company,Ryan,25,156
5,23,The Michael Scott Paper Company,Stanley,3,14
5,23,The Michael Scott Paper Company,Toby,3,46
5,24,Heavy Competition,Andy,25,167
5,24,Heavy Competition,Automated phone voice,1,12
5,24,Heavy Competition,Charles,14,103
5,24,Heavy Competition,Dwight,83,383
5,24,Heavy Competition,Jim,22,149
5,24,Heavy Competition,Kelly,1,2
5,24,Heavy Competition,Kevin,1,5
5,24,Heavy Competition,Michael,90,400
5,24,Heavy Competition,Mr. Schofield,7,38
5,24,Heavy Competition,Pam,15,105
5,24,Heavy Competition,Phyllis,5,16
5,24,Heavy Competition,Ryan,6,22
5,24,Heavy Competition,Secretary,4,16
5,24,Heavy Competition,Stanley,1,9
5,25,Broke,Andy,3,37
5,25,Broke,Angela,2,25
5,25,Broke,Charles,39,172
5,25,Broke,David,36,211
5,25,Broke,David Wallace,1,12
5,25,Broke,Dwight,25,183
5,25,Broke,Erin,1,1
5,25,Broke,Financial Guy,11,69
5,25,Broke,Jim,28,155
5,25,Broke,Jim ,1,5
5,25,Broke,Kelly,1,1
5,25,Broke,Kevin,1,1
5,25,Broke,Michael,76,323
5,25,Broke,Pam,33,181
5,25,Broke,Phyllis,1,18
5,25,Broke,Ryan,24,113
5,25,Broke,Stanley,1,12
5,25,Broke,Ty,2,8
5,26,Casual Friday,Andy,12,82
5,26,Casual Friday,Angela,5,53
5,26,Casual Friday,Creed,9,42
5,26,Casual Friday,Darryl,1,10
5,26,Casual Friday,Dwight,49,249
5,26,Casual Friday,Erin,10,28
5,26,Casual Friday,Jim,29,163
5,26,Casual Friday,Kelly,2,21
5,26,Casual Friday,Kevin,1,58
5,26,Casual Friday,Meredith,8,56
5,26,Casual Friday,Michael,95,417
5,26,Casual Friday,Oscar,5,29
5,26,Casual Friday,Pam,30,102
5,26,Casual Friday,Phyllis,13,94
5,26,Casual Friday,Ryan,25,117
5,26,Casual Friday,Stanley,12,50
5,26,Casual Friday,Toby,13,115
5,27,Cafe Disco,Andy,16,69
5,27,Cafe Disco,Angela,17,86
5,27,Cafe Disco,Bob Vance,2,9
5,27,Cafe Disco,Creed,3,27
5,27,Cafe Disco,Dwight,28,245
5,27,Cafe Disco,Erin,23,90
5,27,Cafe Disco,Jessica,3,25
5,27,Cafe Disco,Jim,17,97
5,27,Cafe Disco,Kelly,11,53
5,27,Cafe Disco,Kevin,7,19
5,27,Cafe Disco,Meredith,1,7
5,27,Cafe Disco,Michael,84,359
5,27,Cafe Disco,Oscar,5,31
5,27,Cafe Disco,Pam,19,84
5,27,Cafe Disco,Phylis,1,3
5,27,Cafe Disco,Phyllis,24,93
5,27,Cafe Disco,Ryan,2,28
5,27,Cafe Disco,Stanley,1,12
5,27,Cafe Disco,Vance Refrigeration Guy 1,1,4
5,27,Cafe Disco,Vance Refrigeration Guy 2,1,1
5,27,Cafe Disco,VRG 1,4,12
5,27,Cafe Disco,VRG 2,3,11
5,28,Company Picnic,AJ,8,47
5,28,Company Picnic,Andy,12,52
5,28,Company Picnic,Angela,3,21
5,28,Company Picnic,Both,1,2
5,28,Company Picnic,Charles,12,76
5,28,Company Picnic,David,13,127
5,28,Company Picnic,Dwight,40,246
5,28,Company Picnic,Erin,3,28
5,28,Company Picnic,Holly,38,193
5,28,Company Picnic,Jim,24,157
5,28,Company Picnic,Kendall,2,11
5,28,Company Picnic,Kevin,5,15
5,28,Company Picnic,Man,1,6
5,28,Company Picnic,Man from Buffalo,3,29
5,28,Company Picnic,Meredith,2,11
5,28,Company Picnic,Michael,53,259
5,28,Company Picnic,Nurse,3,39
5,28,Company Picnic,Oscar,2,12
5,28,Company Picnic,Pam,25,100
5,28,Company Picnic,Phyllis,4,20
5,28,Company Picnic,Rolph,9,67
5,28,Company Picnic,Stanley,2,16
5,28,Company Picnic,Toby,2,12
5,28,Company Picnic,Woman,1,2
5,28,Company Picnic,Woman from Buffalo,2,5
6,1,Gossip,Andy,36,156
6,1,Gossip,Angela,5,31
6,1,Gossip,Creed,6,47
6,1,Gossip,Dwight,19,157
6,1,Gossip,Eric,7,41
6,1,Gossip,Erin,7,34
6,1,Gossip,Everyone,1,1
6,1,Gossip,Female intern,1,2
6,1,Gossip,Female Intern,2,11
6,1,Gossip,Jim,39,163
6,1,Gossip,Kelly,9,35
6,1,Gossip,Kevin,13,73
6,1,Gossip,Maurie,10,57
6,1,Gossip,Megan,3,15
6,1,Gossip,Meredith,4,19
6,1,Gossip,Michael,88,423
6,1,Gossip,Oscar,9,83
6,1,Gossip,Pam,27,137
6,1,Gossip,Phyllis,7,51
6,1,Gossip,Ryan,1,3
6,1,Gossip,Stanley,11,83
6,1,Gossip,Toby,1,14
6,2,The Meeting,Andy,7,148
6,2,The Meeting,Angela,3,8
6,2,The Meeting,Creed,4,23
6,2,The Meeting,Darryl,15,109
6,2,The Meeting,David,34,229
6,2,The Meeting,David Wallace,1,17
6,2,The Meeting,Dwight,32,193
6,2,The Meeting,Erin,3,15
6,2,The Meeting,Gwenneth,2,2
6,2,The Meeting,Jim,19,122
6,2,The Meeting,Kelly,3,47
6,2,The Meeting,Kevin,1,5
6,2,The Meeting,Meredith,6,30
6,2,The Meeting,Michael,71,385
6,2,The Meeting,Michael ,1,14
6,2,The Meeting,Oscar,7,26
6,2,The Meeting,Pam,24,146
6,2,The Meeting,Phyllis,2,9
6,2,The Meeting,Ryan,5,23
6,2,The Meeting,Stanley,2,7
6,2,The Meeting,Toby,26,154
6,3,The Promotion,Andy,3,30
6,3,The Promotion,Angela,5,39
6,3,The Promotion,Creed,3,8
6,3,The Promotion,David Wallace,6,68
6,3,The Promotion,Dwight,29,220
6,3,The Promotion,Erin,3,28
6,3,The Promotion,Jim,90,358
6,3,The Promotion,Kelly,4,59
6,3,The Promotion,Kevin,14,62
6,3,The Promotion,Meredith,9,53
6,3,The Promotion,Michael,85,357
6,3,The Promotion,Oscar,12,88
6,3,The Promotion,Pam,18,116
6,3,The Promotion,Phyllis,13,71
6,3,The Promotion,Ryan,5,59
6,3,The Promotion,Stanley,3,23
6,4,Niagara (Parts 1&2),Andy,33,218
6,4,Niagara (Parts 1&2),Angela,12,75
6,4,Niagara (Parts 1&2),Dwight,84,397
6,4,Niagara (Parts 1&2),Erin,10,79
6,4,Niagara (Parts 1&2),Everyone,1,2
6,4,Niagara (Parts 1&2),Front Desk Clerk,10,52
6,4,Niagara (Parts 1&2),Hotel Employee,4,24
6,4,Niagara (Parts 1&2),Hotel Manager,4,40
6,4,Niagara (Parts 1&2),Isabel,11,62
6,4,Niagara (Parts 1&2),Jim,56,291
6,4,Niagara (Parts 1&2),Kelly,3,26
6,4,Niagara (Parts 1&2),Kevin,30,169
6,4,Niagara (Parts 1&2),Kids,1,1
6,4,Niagara (Parts 1&2),Little Girl,1,14
6,4,Niagara (Parts 1&2),Mema,13,108
6,4,Niagara (Parts 1&2),Meredith,6,66
6,4,Niagara (Parts 1&2),Michael,129,526
6,4,Niagara (Parts 1&2),Micheal,1,1
6,4,Niagara (Parts 1&2),Michel,1,2
6,4,Niagara (Parts 1&2),Mr. Beesly,2,19
6,4,Niagara (Parts 1&2),Mr. Halpert,5,13
6,4,Niagara (Parts 1&2),Oscar,9,51
6,4,Niagara (Parts 1&2),Pam,70,280
6,4,Niagara (Parts 1&2),Pam's dad,1,3
6,4,Niagara (Parts 1&2),Pam's mom,11,49
6,4,Niagara (Parts 1&2),Penny,11,48
6,4,Niagara (Parts 1&2),Pete,6,33
6,4,Niagara (Parts 1&2),Pete Halpert,1,15
6,4,Niagara (Parts 1&2),Phyllis,3,30
6,4,Niagara (Parts 1&2),Ryan,3,22
6,4,Niagara (Parts 1&2),Stanley,7,45
6,4,Niagara (Parts 1&2),Toby,3,24
6,4,Niagara (Parts 1&2),Tom,6,39
6,4,Niagara (Parts 1&2),Tom Halpert,1,6
6,6,Mafia,Andy,57,262
6,6,Mafia,Credit card rep,1,22
6,6,Mafia,Creed,1,7
6,6,Mafia,Dwight,50,263
6,6,Mafia,Erin,7,44
6,6,Mafia,Grotti,30,200
6,6,Mafia,Jim,14,54
6,6,Mafia,Kevin,17,108
6,6,Mafia,Kid,1,5
6,6,Mafia,Meredith,3,20
6,6,Mafia,Michael,121,388
6,6,Mafia,Oscar,18,123
6,6,Mafia,Pam,5,54
6,6,Mafia,Phyllis,1,5
6,6,Mafia,Rep,6,53
6,6,Mafia,Ryan,4,28
6,6,Mafia,Toby,3,14
6,6,Mafia,Waitress,7,20
6,6,Mafia,Woman,4,27
6,7,The Lover,Andy,9,57
6,7,The Lover,Angela,5,33
6,7,The Lover,Creed,1,4
6,7,The Lover,Dwight,30,221
6,7,The Lover,Erin,12,58
6,7,The Lover,Jim,58,233
6,7,The Lover,Kelly,10,59
6,7,The Lover,Kevin,6,21
6,7,The Lover,Meredith,4,20
6,7,The Lover,Michael,83,360
6,7,The Lover,Oscar,6,42
6,7,The Lover,Pam,58,226
6,7,The Lover,Phyllis,2,12
6,7,The Lover,Ryan,8,36
6,7,The Lover,Stanley,1,1
6,7,The Lover,Toby,15,94
6,7,The Lover,Various,1,5
6,8,Koi Pond,Andy,37,249
6,8,Koi Pond,Angela,10,36
6,8,Koi Pond,Creed,3,24
6,8,Koi Pond,Customer,4,29
6,8,Koi Pond,Darryl,7,73
6,8,Koi Pond,Dwight,14,78
6,8,Koi Pond,Erin,17,111
6,8,Koi Pond,Jim,49,228
6,8,Koi Pond,Keena Gifford,6,40
6,8,Koi Pond,Kelly,2,10
6,8,Koi Pond,Kevin,10,47
6,8,Koi Pond,Kids,2,2
6,8,Koi Pond,Meredith,8,51
6,8,Koi Pond,Michael,85,428
6,8,Koi Pond,Oscar,11,42
6,8,Koi Pond,Pam,39,149
6,8,Koi Pond,Phyllis,9,58
6,8,Koi Pond,Ryan,1,9
6,8,Koi Pond,Secretary,2,20
6,8,Koi Pond,Stanley,3,14
6,9,Double Date,Andy,28,149
6,9,Double Date,Angela,2,14
6,9,Double Date,Creed,2,11
6,9,Double Date,Dwight,50,249
6,9,Double Date,Erin,3,26
6,9,Double Date,Helene,37,206
6,9,Double Date,Hostess,1,8
6,9,Double Date,Jim,26,100
6,9,Double Date,Kelly,5,32
6,9,Double Date,Kevin,6,25
6,9,Double Date,Meredith,1,19
6,9,Double Date,Michael,114,438
6,9,Double Date,Michel,1,4
6,9,Double Date,Oscar,3,18
6,9,Double Date,Pam,70,212
6,9,Double Date,Phyllis,2,8
6,9,Double Date,Ryan,8,59
6,9,Double Date,Stanley,1,2
6,9,Double Date,Toby,7,56
6,10,Murder,Andy,24,152
6,10,Murder,Angela,6,45
6,10,Murder,Creed,2,21
6,10,Murder,David,4,70
6,10,Murder,David Wallace's Secretary,2,15
6,10,Murder,Dwight,30,233
6,10,Murder,Erin,15,82
6,10,Murder,Jim,47,289
6,10,Murder,Kelly,1,17
6,10,Murder,Kevin,11,70
6,10,Murder,Meredith,4,29
6,10,Murder,Michael,67,351
6,10,Murder,Oscar,8,100
6,10,Murder,Pam,12,89
6,10,Murder,Phyllis,5,39
6,10,Murder,Ryan,1,17
6,10,Murder,Stanley,6,23
6,10,Murder,Voice on CD player,2,63
6,11,Shareholder Meeting,Alan,12,103
6,11,Shareholder Meeting,Andy,14,130
6,11,Shareholder Meeting,Creed,1,5
6,11,Shareholder Meeting,David,14,77
6,11,Shareholder Meeting,Dwight,26,184
6,11,Shareholder Meeting,Erin,3,22
6,11,Shareholder Meeting,Female Shareholder,1,1
6,11,Shareholder Meeting,Fourth Shareholder,1,7
6,11,Shareholder Meeting,Jim,37,233
6,11,Shareholder Meeting,Kevin,4,22
6,11,Shareholder Meeting,Laurie,5,24
6,11,Shareholder Meeting,Limo Driver,2,4
6,11,Shareholder Meeting,Man in line,1,1
6,11,Shareholder Meeting,Meredith,1,8
6,11,Shareholder Meeting,Michael,70,390
6,11,Shareholder Meeting,O'Keefe,5,29
6,11,Shareholder Meeting,Oscar,18,117
6,11,Shareholder Meeting,Pam,12,75
6,11,Shareholder Meeting,Phyllis,7,39
6,11,Shareholder Meeting,Registrar,1,20
6,11,Shareholder Meeting,Ryan,18,111
6,11,Shareholder Meeting,Second Shareholder,1,8
6,11,Shareholder Meeting,Security,2,9
6,11,Shareholder Meeting,Shareholder,1,3
6,11,Shareholder Meeting,Stanley,4,19
6,11,Shareholder Meeting,Third Shareholder,1,10
6,11,Shareholder Meeting,Woman in line,3,18
6,12,Scott's Tots,Andy,22,151
6,12,Scott's Tots,Angela,3,30
6,12,Scott's Tots,Creed,1,10
6,12,Scott's Tots,David,8,68
6,12,Scott's Tots,David Wallace,1,7
6,12,Scott's Tots,Deliveryman,1,12
6,12,Scott's Tots,Dwight,36,195
6,12,Scott's Tots,Erin,21,133
6,12,Scott's Tots,Everyone,1,2
6,12,Scott's Tots,Jim,38,178
6,12,Scott's Tots,Kelly,1,6
6,12,Scott's Tots,Kevin,6,18
6,12,Scott's Tots,Lefevre,11,100
6,12,Scott's Tots,Michael,68,383
6,12,Scott's Tots,Mikela,9,46
6,12,Scott's Tots,Oscar,2,5
6,12,Scott's Tots,Pam,14,87
6,12,Scott's Tots,Phyllis,4,24
6,12,Scott's Tots,Ryan,4,32
6,12,Scott's Tots,Stanley,2,14
6,12,Scott's Tots,Stephanie,2,15
6,12,Scott's Tots,Students,3,16
6,12,Scott's Tots,Teacher,4,80
6,12,Scott's Tots,Zion,1,5
6,13,Secret Santa,Andy,16,84
6,13,Secret Santa,Angela,6,20
6,13,Secret Santa,Bob,1,3
6,13,Secret Santa,Bob Vance,1,9
6,13,Secret Santa,Creed,2,11
6,13,Secret Santa,Daryl,3,21
6,13,Secret Santa,David,19,90
6,13,Secret Santa,Dwight,37,191
6,13,Secret Santa,Erin,11,71
6,13,Secret Santa,Everyone,1,2
6,13,Secret Santa,Group,2,2
6,13,Secret Santa,Jim,39,126
6,13,Secret Santa,Kelly,3,11
6,13,Secret Santa,Kevin,13,71
6,13,Secret Santa,Matt,4,13
6,13,Secret Santa,Meredith,3,28
6,13,Secret Santa,Michael,95,449
6,13,Secret Santa,Office,1,2
6,13,Secret Santa,Oscar,13,45
6,13,Secret Santa,Pam,16,95
6,13,Secret Santa,Phyllis,27,137
6,13,Secret Santa,Ryan,8,32
6,13,Secret Santa,Stanley,5,27
6,13,Secret Santa,Stephanie,1,2
6,13,Secret Santa,Toby,6,22
6,14,The Banker,Andy,1,11
6,14,The Banker,Angela,2,6
6,14,The Banker,Both,4,10
6,14,The Banker,Computron,10,42
6,14,The Banker,Dwight,17,84
6,14,The Banker,Eric,26,119
6,14,The Banker,Fake Stanley,1,1
6,14,The Banker,Kevin,2,3
6,14,The Banker,Michael,44,263
6,14,The Banker,Pam,5,46
6,14,The Banker,Ryan,1,10
6,14,The Banker,Toby,18,84
6,15,Sabre,All,1,4
6,15,Sabre,Andy,10,66
6,15,Sabre,Angela,2,10
6,15,Sabre,Both,1,7
6,15,Sabre,Christian Slater,1,51
6,15,Sabre,Creed,1,6
6,15,Sabre,David,34,142
6,15,Sabre,Dwight,9,42
6,15,Sabre,Erin,6,57
6,15,Sabre,Everyone,1,6
6,15,Sabre,Gabe,18,160
6,15,Sabre,Jerry,14,96
6,15,Sabre,Jim,26,171
6,15,Sabre,Jo,8,99
6,15,Sabre,Jo Bennett,1,19
6,15,Sabre,Kevin,1,11
6,15,Sabre,Meredith,2,12
6,15,Sabre,Michael,82,412
6,15,Sabre,Mrs. Wallace,3,34
6,15,Sabre,Oscar,5,33
6,15,Sabre,Pam,25,114
6,15,Sabre,Phyllis,1,10
6,15,Sabre,Stanley,1,2
6,15,Sabre,Teddy,6,3
6,15,Sabre,Teddy Wallace,1,2
6,15,Sabre,Toby,2,6
6,16,The Manager and the Salesman,Andy,23,134
6,16,The Manager and the Salesman,Angela,1,1
6,16,The Manager and the Salesman,Dwight,39,270
6,16,The Manager and the Salesman,Erin,23,165
6,16,The Manager and the Salesman,Gabe,5,27
6,16,The Manager and the Salesman,Hotel Employee,9,78
6,16,The Manager and the Salesman,Jim,33,124
6,16,The Manager and the Salesman,Jo,33,255
6,16,The Manager and the Salesman,Kelly,11,93
6,16,The Manager and the Salesman,Kevin,5,11
6,16,The Manager and the Salesman,Meredith,4,45
6,16,The Manager and the Salesman,Michael,68,351
6,16,The Manager and the Salesman,Nick,5,30
6,16,The Manager and the Salesman,Oscar,6,29
6,16,The Manager and the Salesman,Pam,5,42
6,16,The Manager and the Salesman,Phyllis,4,31
6,16,The Manager and the Salesman,Ryan,19,97
6,17,The Delivery (Parts 1&2),(Pam's mom) Heleen,1,2
6,17,The Delivery (Parts 1&2),Andy,25,240
6,17,The Delivery (Parts 1&2),Angela,19,71
6,17,The Delivery (Parts 1&2),Clark,13,83
6,17,The Delivery (Parts 1&2),Creed,1,2
6,17,The Delivery (Parts 1&2),Dale,1,3
6,17,The Delivery (Parts 1&2),Doctor,3,18
6,17,The Delivery (Parts 1&2),Dwight,47,291
6,17,The Delivery (Parts 1&2),Erin,35,169
6,17,The Delivery (Parts 1&2),Everyone,1,1
6,17,The Delivery (Parts 1&2),Helene,5,37
6,17,The Delivery (Parts 1&2),Hospital employee,8,46
6,17,The Delivery (Parts 1&2),Isabelle,9,46
